article_id,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords,label,source_split,n_related_tweets,n_unique_tweets,n_replies,n_unique_reply_tweets,engagement_total,severity_applicable,severity_score,severity_label,base_harm_weight,propagation_multiplier_constant,propagation_multiplier_bucket,propagation_multiplier_linear,severity_strategy,severity_notes,engagement_bucket_fake_only,high_risk_keyword_hits,medium_risk_keyword_hits,guidance_keyword_hits
51,article,https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/covid-order-doesnt-ban-gardening-or-sale-seeds-and/,https://gellerreport.com/2020/04/michigan-governor-bans-gardening-sale-of-fruit-and-vegetable-seeds-gardening-supplies-prohibited.html/?fbclid=IwAR0VmAZksMObLgXaNlKo38TIzRmPYdIDfF8wxBzb805vL5wxww9Ie2f8w5o,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,"""Michigan Governor Bans Gardening, Sale Of Fruit and Vegetable Seeds, Gardening Supplies Prohibited""",america is getting a real glimpse of life under left wing democrat rule. frightening. this is the same left wing nut who banned hydroxychloroquine despite its unquestionable efficacy in treating coronavirus. related trump deranged michigan gov. whitmer reverses ban on hydroxychloroquine and chloroquin now begging for it michigan democratic governor gretchen whitmers latest executive order deems a number of home improvement and gardening items including fruit and vegetable seeds non es. ,,2020-04-12T16:00:38-04:00,"""""",1,5,67,67,100,16,167,True,0.43,medium,1.6,1.0,1.0,0.972,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,high,1,0,0
52,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Mosques-NOT-Allowed-To-Stay-Open-While-Churches-Close-During-COVID-19.html,https://www.facebook.com/susanbrazzellusa1/posts/1056902621362585,Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.,,,,,,1,5,0,0,0,0,0,True,0.15,low,1.0,1.0,0.9,0.86,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,0,0
53,post,https://leadstories.com/hoax-alert/2020/04/fact-check-15-global-pandemics-did-not-all-originate-in-china.html,https://twitter.com/SHARKSURVIVOR1/status/1249009500587204621?s=20,15 major global pandemics all originated in China.,,,,,,1,5,0,0,0,0,0,True,0.23,low,1.0,1.0,0.9,0.892,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,1,0
54,post,https://leadstories.com/hoax-alert/2020/04/fact-check-occupy-democrats-occupy-democrats-82m-likes-occupy-democrats-a-merger.html,https://www.facebook.com/OccupyDemocrats/posts/3647667091992985,President Donald Trump referred to the coronavirus as a ÒhoaxÓ or Òpolitical conspiracy.Ó,,,,,,1,5,0,0,0,0,0,True,0.15,low,1.0,1.0,0.9,0.86,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,0,0
55,article,https://leadstories.com/hoax-alert/2020/04/fact-check-pentagon-did-not-confirm-coronavirus-accidentally-got-into-chemtrail-supply-chain.html,http://aviationdaily.news/2020/04/11/pentagon-confirms-coronavirus-accidently-got-into-chemtrail-supply-chain-spraying-is-suspended/?fbclid=IwAR0CPQYXS4X5bvJs-jQ5Gegio7cF7wyN9bop9peVMcy09KMvGQ9s6t72bYk,Pentagon confirms coronavirus accidentally got into chemtrail supply train.,"""Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended""",washington dc the pentagon has issued an indefinite hold order to all military air wings and airlines to immediately stop spraying chemtrails until it can be determined how the covid-19 virus found its way into the chemtrail fluid supply. according to an unofficial pentagon source speaking on the condition of anonymity the entire chemtrail program is on hold until we can figure out who coughed onto a batch of chemicals being manufactured at one of our suppliers factories. news of this. ,,11-Apr-20,"""""",1,5,71,71,60,11,131,True,0.31,low,1.0,1.0,0.9,0.924,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,high,0,0,1
58,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-There-Is-NO-Evidence-China-Created-Then-Unleashed-Coronavirus-As-Bioweapon.html,https://www.facebook.com/109603004034260/videos/662715717898397/,ChinaÕs Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.,,,,,,1,5,0,0,0,0,0,True,0.15,low,1.0,1.0,0.9,0.86,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,0,0
59,post,https://www.politifact.com/factchecks/2020/apr/14/viral-image/isnt-video-gay-party-italy-just-pandemic/,https://www.facebook.com/osa.dion/videos/vb.550415373/10163338916895374/?type=2&theater,Viral publication says a video shows a Ògay party in Italy few weeks before COVID-19.Ó,,,,,,1,5,0,0,0,0,0,True,0.15,low,1.0,1.0,0.9,0.86,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,0,0
60,post,https://www.politifact.com/factchecks/2020/apr/17/tweets/michigan-residents-can-still-buy-car-seats/,https://twitter.com/Tori_Sachs/status/1248767913269645319?s=20,"ÒPer order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.Ó",,,,,,1,5,0,0,0,0,0,True,0.15,low,1.0,1.0,0.9,0.86,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,0,0
61,post,https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-seven-children-senegal-didnt-die-after-covid-19/,https://www.facebook.com/jason.yates.77715/posts/2816533881727550,ÒMass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.Ó,,,,,,1,5,0,0,0,0,0,True,0.33,low,1.0,1.0,0.9,0.932,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,1,0,0
62,post,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Soap-And-Hand-Sanitizer-Are-NOT-A-Cure-For-Coronavirus.html,https://www.facebook.com/groups/Vacavillecrimealertcommunityinfo/permalink/3514958278531375/,Soap and hand sanitizer can be used to kill coronavirus in the body.,,,,,,1,5,0,0,0,0,0,True,0.33,low,1.0,1.0,0.9,0.932,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,1,0,0
63,post,https://leadstories.com/hoax-alert/2020/04/fact-check-biological-engineer-did-not-offer-medically-supported-information-in-viral-video.html,https://www.youtube.com/watch?v=NjjybyJ59Lw&feature=youtu.be,"Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state.",,,,,,1,5,0,0,0,0,0,True,0.15,low,1.0,1.0,0.9,0.86,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,0,0
64,post,https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/herd-immunity-curbed-covid-deaths-no/,https://www.facebook.com/ben.hart.1042/posts/10157465624892705,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,,,,,,1,5,0,0,0,0,0,True,0.31,low,1.0,1.0,0.9,0.924,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,2,0
65,article,https://www.politifact.com/factchecks/2020/apr/13/blog-posting/no-bill-gates-didnt-say-no-church-services-until-e/,https://pulpitandpen.org/2020/04/09/church-services-cant-resume-until-were-all-vaccinated-says-bill-gates/,"ÒChurch services canÕt resume until weÕre all vaccinated, says Bill Gates.Ó","""Church Services Can't Resume Until We're All Vaccinated, Says Bill Gates""",bill gates the microsoft founder who is currently worth approximately 102 billion dollars is spending a fortune on eugenics and sterilization around the world. for gates vaccines seem to be his solution for the greatest problem in his view that existspeople. as you can see in the video below gates lauds vaccines as a way to limit the human population. notice that after claiming the earth must see a zero co2 impact from humanity by limiting services to zero gates claims that part o. ,,2020-04-10T02:27:29+00:00,"""""",1,5,5,5,1,1,6,True,0.59,medium,1.6,1.0,1.0,1.036,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,high,1,0,1
66,post,https://leadstories.com/hoax-alert/2020/04/fact-check-covid-19-vaccine-did-not-kill-7-children-in-senegal.html,https://www.facebook.com/hannahblw/posts/3117158961628521,COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,,,,,,1,5,0,0,0,0,0,True,0.33,low,1.0,1.0,0.9,0.932,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,1,0,0
67,article,https://leadstories.com/hoax-alert/2020/04/fact-check-cdc-did-not-confess-to-lying-about-covid-19-death-numbers.html,https://www.americanthinker.com/articles/2020/04/the_cdc_confesses_to_lying_about_covid19_death_numbers.html?fbclid=IwAR1G3BZwRF8jvn1AvTwgsqi9TUpWehz1eErf3yD_hkZcU9jIlNPwh0uvdVA,CDC admitted to lying about COVID-19 death stats.,"""The CDC Confesses to Lying About COVID-19 Death Numbers""",can any government statistics on covid-19 deaths be trusted. it is an open question now that we are learning that the highly respected world class centers for disease control and prevention cdc has been lying to us. this revelation comes a few days after i wrote here at american thinker that new york city was lying about covid-19 deaths. the normal rules about reporting deaths have been violated by that city in the rush to inflate the body count presumably to steer more taxpayer money to t. ,,,"""""",1,5,432,432,21,13,453,True,0.39,medium,1.6,1.0,1.0,0.956,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,high,0,1,1
68,article,https://leadstories.com/hoax-alert/2020/04/fact-check-a-top-german-doctor-recommends-whiskey-to-protect-against-covid-19.html,https://www.wearethemighty.com/MIGHTY-SURVIVAL/whiskey-protect-against-covid-19,Top German virologist JŸrgen Rissland recommended drinking whiskey to combat COVID-19.,"""A top German doctor recommends whiskey to protect against COVID-19 (he's joking...but still)""",updated in keeping with facebook 's efforts to report fake news we have updated this article to include the doctor 's full statement. while the world health organization vehemently disagrees dr. juergen rissland a lead doctor at the institute for virology at saarland university hospital in germany went on the record to say drinking whiskey can protect against covid-19. and that is definitely one report we can all get behind. while appearing on the morning show dr. rissland was asked. ,world health organization disagrees but we 're here for this .. ,2020-04-07T21:46:22+00:00,"""covid 19, coronavirus, whiskey, drinking, alcohol, german, doctor, survival""",1,5,17,17,13,2,30,True,0.51,medium,1.6,1.0,1.0,1.004,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,high,1,1,0
69,post,https://www.factcheck.org/2020/04/conspiracy-theory-misinterprets-goals-of-gates-foundation/,https://www.facebook.com/groups/150671191753274/permalink/1569620149858364,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,,,,,,1,5,0,0,0,0,0,True,0.41,medium,1.6,1.0,1.0,0.964,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,1,1,0
70,article,https://healthfeedback.org/claimreview/claim-that-sars-cov-2-binds-to-hemoglobin-in-red-blood-cells-unsupported-and-implausible-andrew-gaiziunas/,https://medium.com/@agaiziunas/covid-19-had-us-all-fooled-but-now-we-might-have-finally-found-its-secret-91182386efcb,"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and thatÕs what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia.","""410 account suspended —""",this account is under investigation or was found in violation of the medium rules. there are thousands of stories to read on medium. visit our homepage to find one that s right for you. ,,,"""""",1,5,0,0,0,0,0,True,0.15,low,1.0,1.0,0.9,0.86,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,0,0,0
72,article,https://www.factcheck.org/2020/04/false-claim-of-deadly-coronavirus-vaccine-trial-in-africa/,https://www.weblyf.com/2020/04/covid-19-vaccines-killed-seven-children-in-senegal-africa/?fbclid=IwAR0v-ujB5Epun2SsGqb3iLRpaTIL8KppyA0aqGOv1AyZQtuXTdGTGcXwuDg,COVID-19 vaccine trial killed 7 children in Senegal.,"""Did a COVID-19 Vaccine Killed Seven Children in Senegal, Africa?""",a youtube channel named anggies fam posted a video that has been uploaded on april 6 telling a story about seven children who died from coronavirus vaccination in senegal africa. in the video the woman stated today somebody called my husband a nurse. a nurse told my husband that seven infants have died in senegal due to this coronavirus vaccine. i just do nt know why you must collect this thing when you know that its not being tested. you want to use your people as guinea pigs or lab. ,,2020-04-09T09:23:05+00:00,"""""",1,5,11,11,0,0,11,True,0.77,high,2.4,1.0,1.1,1.108,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,high,2,0,1
73,article,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Nancy-Pelosi-Did-NOT-Say-Stimulus-Won't-Pass-Unless-Seniors-Excluded.html,https://bustatroll.org/2020/04/09/pelosi-excludes-seniors/,U.S. Speaker of the House Nancy Pelosi said she wonÕt pass new economic stimulus package unless senior citizens are excluded.,"""Pelosi Won’t Pass Stimulus Checks Unless Seniors Are Excluded""",no one knows why the democrats hate senior citizens so much. they do everything that they can to screw our nations retirees trying to screw them out of social security screw them out of medicare and now they want to screw them out of their stimulus checks. nancy pelosi and her colleagues have been endlessly stalling the stimulus bill. they filled it was so much pork that all that was left for the people was 1200 each. had it not been for all of her additions we would have been entitled t. ,,2020-04-09T15:04:49+00:00,"""""",1,5,5,5,4,2,9,True,0.25,low,1.0,1.0,0.9,0.9,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,high,0,0,0
74,post,https://factcheck.afp.com/false-zinc-and-tonic-covid-19-cure-floods-social-media,https://www.facebook.com/photo.php?fbid=10222709391428475&set=basw.AbrK_2t3uLcdcccxr1EpAdi-3gNoejqf0PdLNhjbLP8cHjuLmhH4PoHH6XdVixIPymGaB9bDZj2SGhIOn8mO9-IBQBujuKJV6jYEFqCFjiN9D4-sGoGovVJ3WalIMtXDN9NDozH-cEfGd_YSqnZ_qL7r_M2OAbW-SWOeTghqFXwgnQ.1389492167766270.987746911255613.10222709391428475.255633785831930.3089518207736931.3398738956806435&type=1&opaqueCursor=AbpXh0nW7rj0HVAU2BncChain13Mbghg8pFHBxajarEj73hVe8wXA3SJqM4fLuBKtKHMtRdKupbL63EsmXHd-WXrKhEk69QoBNK5bmMv5pWpUxdq73pr_2OBj5YMGjdlo4H126JcAq5fcv1g06QS7DJgOYGjo1DVP1yVxDStcvK1Mk2tEjaTJiyZBCXbVAsnd25cw1BBNvHTpbMfkk8VBaYYebI67psHHx_m3oISggVtJk-tkdNvNICNSPSi9e-nSyBSojIPfG2uEyhz8n9aI0U6GP4FzOuG4Hv96LDD0eFfPuOAFSe23NcwrKnqPvffvmjVSsZgYtIC0XOd24NW-srDaQg-Yrw95tqUriGNDVqQZyu4jF-p8GRxHHbwXgCq3n9CmgIkk-pRd6lei8otiBDkzRQEUCRgR-BBsUOyXrSRipD1bn5U5luK9vGfW0Txx38QmmKPJpvbFX8xmRQ1D3LO6o5BNyqiHqa0ORiPM5nT0tvvOh6pgPEARfhBZG54GSYLGfQFPj5WDcyH1NnPs4x-WatJRg2q1QTR0qBG2Kn-g2C_hXEn5sMd5WLIrC6fF44FIpgnvLG5hohs_e-hHu07SPMIIm0tnkcx3wtoq-nVegrg5A6e_VRVQ148NVu-c5LHYDTiHHkbKCDoILptoOVIDie-1frCekJ3eiSmFBO-7zQUzhoDSGWGxRk1Qehgelfnn9W5LqtyANp0C_jN3kFfXhFxqlRPMDfNLqJp9sm_NttRrPtC4sqnxqAAt9C0oqA&theater,"Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection, as the drink contains quinine, whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment.",,,,,,1,5,0,0,0,0,0,True,0.68,high,2.4,1.0,1.1,1.072,rule_based_default,Heuristic severity from content/guidance keywords with mild engagement adjustment.,low,4,1,0
